FactoryName,Address,District,Division,PostCode,PhoneCityCode,Phone,PhoneExtension,Buildings,Stories,factoryMultiPurpose,factoryMultiFactory,floors,workers,activeMembers
MABTEX WEAR LTD,"1241 EAST MONIPUR, ROKEYA SHARANI, MIRPUR,DHAKA",Dhaka,Dhaka,1216,,1713063654,,1,1/6;,Yes,Yes,"1,2,3,4;",450,3
Maceton Ldt Bangladesh,"House no. 6, Road no. 12, Sector 6, Uttara",Dhaka,Dhaka,,,1745818811,,,,No,No,,,1
Madinaple Fashion Craft Ltd.,"Plot 193, Diakhali, Jamgora, Ashulia",Dhaka,Dhaka,1349,2,7790694,,1,"1/6,",No,Yes,"1/3,4,5;",850,2
Magpie Composite Textile Ltd.,"832/833, Dewan Idris Road, Amtoli, Ashulia, Savar, Dhaka",Dhaka,Dhaka,,2,8954194,,,,No,No,,,2
MAGPIE COMPOSITE TEXTILE LTD.,"DHONANJAPUR, ASHULIA, SAVAR, DHAKA",Dhaka,Dhaka,,2,8215491,,3,1/5; 2/3; 3/2;,No,No,,1234,1
MAGPIE KNIT WEAR LTD,"Yarpur, Plot # 141, Zirabo, Savar",Dhaka,Dhaka,1341,2,7791729,,5,1/6; 2/6; 3/1; 4/1; 5/1;,No,No,,1800,4
MAHBOOB APPARELS LTD,"Zirabo Pukurpar, Kundulbag, Eyarpur, Ashulia, Savar",Dhaka,Dhaka,1340,,1755596786,,1,1/1;,No,No,,600,1
Mahdeen Sweater Ltd.,"Joyna Bazer Road, Jamirdia, Valuka",Mymensingh,Dhaka,2240,,1711400769,,8,1/4; 2/1; 3/1; 4/1; 5/1; 6/1; 7/1; 8/1;,No,No,,4000,5
MAHMUD JEANS LIMITED,"Hartokitola, Chandra, Kaliakoir",Gazipur,Dhaka,,2,8961679,,4,1/6; 2/2; 3/2; 4/1;,No,No,,2230,7
Majumder Apparels Ltd,"Kunia K.B. Bazar, Barobari, Tongi",Gazipur,Dhaka,,2,9293603,,1,,No,No,,520,3
Majumder Fashions Ltd.,"Kunia, K.B. Bazar, Gazipur Sadar, Gazipur",Gazipur,Dhaka,1704,2,9293605,,1,1/4;,No,No,,1040,1
Majumder Garments Ltd.,"Plot # 415, Hariharpara, Panchabati, Fatulla, Narayanganj",Narayanganj,Dhaka,,2,7672713,,,,No,No,,,8
Malz,"House # 18; Road # 34; Sector # 7, Uttara, Dhaka Dhaka",,Dhaka,1230,,,,,1/5; 2/3; 3/2; '1/3; 2/7,No,Yes,,,1
Mamiya OP Bangladesh Ltd,"Sector 3, Export Processing Zone, South Halishahar",Chittagong,Chittagong,4223,31,741146,,1,1/1;,No,No,,800,1
MANAMI FASHION LTD,"KOBIRPUR, ASHULIA",DHAKA,Dhaka,1349,2,8922200,,1,1/6;,No,No,‐,715,2
Man's Attires Ltd,"Hosiery Ind.Estate, Pl.A‐87,Enayet Nagar Fatullah Narayanganj",,Dhaka,,,,,,,No,No,NA,,1
MANTA APPARELS LTD,"DIAKHALI,YEARPUR,JAMGARA, SAVAR, DHAKA",DHAKA,Dhaka,1341,2,7211228,,1,"1/8,",No,No,N/A,5500,3
Marina Apparels Limited,"Dapa Idrakpur, Fatullah",Narayanganj,Dhaka,,2,7672778,,1,1/4;,No,No,All,1275,2
Mark,"B.K. Bari, Taltoli, Mirzapur Bazar, Gazipur Sadar",Gazipur,Dhaka,,,,,,,No,No,,,6
MARK 2000 LIMITED,"PLOT 12‐13,ROAD 04,SECTION 07,MIRPUR",Dhaka,Dhaka,1216,2,9010390,,,6;,No,No,,1150,2
Mark Designers Limited,"Plot#12‐14, Road # 3, Section # 7, Mirpur",Dhaka,Dhaka,1216,2,9000534,,1,1/8;,No,No,,861,2
Mark Mode Ltd.,"20/1, Sataish Tongi, Gazipura, Gazipur",Gazipur,Dhaka,,31,671492,,2,1/6; 2/1;,No,No,‐,853,3
Marma Composite Ltd.,"Tongabari, Ashulia, Savar",Dhaka,Dhaka,1341,,1929910501,,4,1/1 ; 2/1 ; 3/1 ; 4/1;,No,No,1/0 ; 2/0 ; 3/0 ; 4/0;,550,1
Mars Sportswear Ltd.,"Sector‐1, Plot: 15‐16,, KEPZ, North Patenga",Chittagong,Chittagong,4204,2,2500518,,1,1/2;,No,No,‐,820,1
Mars Stitch Ltd.,"1/E, Nayem Uddin Mollah Road, Ayuch Para, 1712 Tongi, Gazipur",Gazipur,Dhaka,1712,2,9815738,,1,1/6;,No,No,,1700,7
Martin Knitwear PVT LTD,"74/75, BSCIC, Hoshiary Industrial Area, Shasongaon, Fatullah",Narayanganj,Dhaka,1400,2,7671148,,1,1/7;,No,No,‐,496,3
Maryland Garments,"Plot‐A 89, Fatullah",NARAYANGANJ Dhaka,,,,1713003438,,,,No,No,,,1
MAS Intimates Bangladesh Pvt Limite,"FSFB # 1, Karnaphuli Export Processign Zone, North Patenga",Chittagong,Chittagong,4002,,2501421,,2,1/4; 2/1;,No,No,,2100,3
Masco Cottons Ltd,"45 Redwan, Gazipur, Dhaka",Gazipur,Dhaka,1712,2,98133600,,3,1/8; 2/8; 3/8;,No,No,,1580,1
Masco Industries Ltd,"23, Shataish Road, Gazipura, Tongi, Gazipur",Gazipur,Dhaka,,2,98150412,,2,1/7; 2/10;,No,Yes,1/3; 2/4;,658,6
Mascom Composite Ltd,"Surabari, Kashimpur, Gazipur",Gazipur,Dhaka,1346,,1739993057,,1,1/1;,No,No,,250,1
MASCOT GARMENTS LTD,"No 146, Dewan Idris Road, Zirabo, Ashulia, Dhaka DHAKA",,Dhaka,,0,7791582,,,,No,No,,,1
MASCOTEX LIMITED,"Shataish Road, 31/32, Khartail, Tongi",Gazipur,Dhaka,1712,2,9815041,,1,1/6;,No,No,,1600,3
Masihata Sweaters Ltd,"South Panishail, BKSP, Kashimpur",Gazipur,Dhaka,1349,2,7788316,,7,1/6; 2/6; 3/1; 4/1; 5/1; 6/1; 7/1;,No,No,,8300,4
Mastrade,"Helal Complex (4th‐6th Floor), Plot # 72 Bypass Biswa Road, Mogarthat, Gazipur",Gazipur,Dhaka,,2,9261047,,,"Building 1 ‐6 Floors Shared with Red Fury Ltd, Lazim Apparels Ltd., Needle Touch Point, All Korea International Ltd. Mstrade occupies 4th ‐ 6th Floor",No,No,,1530,1
Mastrade International Garments Ltd.,Mogarkhal,Gazipur,Dhaka,,2,9261048,,1,1/7;,No,Yes,3;,1668,2
Matrix Dresses Ltd.,"Plot‐ 6, Road‐27/KA, Roopnagar C/A, Pallabi, Mirpur, Dhaka",Dhaka,Dhaka,1216,2,9002446,,,,No,No,,301,1
MATRIX SWEATERS LIMITED,"Choydana, National University",Gazipur,Dhaka,1704,2,929371119,,4,1/8; 2/1; 3/1; 4/1;5/1;,No,Yes,1/0‐5; 2; 3; 4;,7400,7
Mavis Garment Ltd.,"Mouza, Chandora, Jaydevpur Chow Rasta, Joydebpur, Gazipur 1700, dying : Shafi Processing Industries Ltd. 2, Tongi, BASIC,",Gazipur,Dhaka,1700,,,,2,"1/8, floor # 1,2,3 ‐under one ownership & management, 1/1;",No,No,,603,3
Max Sweater (Bd) Ltd,"24‐21Dighi Barabo, Tarabo, Ruganj",Narayanganj,Dhaka,1464,2,9883184,,1,1/4;,No,No,,2900,1
Maxcom International (Bd.) Ltd.,"37 Hemayatpur, Savar",Dhaka,Dhaka,1347,,1730021223,,4,1/7;2/3;3/2;4/1;,No,No,N/A,2000,3
Mayc's Garments Ltd.,"House‐9, Road‐1, Block‐Kha, Section‐6, Mirpur",Dhaka,Dhaka,,,191349489,,,,No,No,,,2
MBM GARMENT LTD,"M19 & M14, SECTION 14, MIRPUR",Dhaka,Dhaka,,2,9001357,,3,1/10; 2/4; 3/1;,No,No,,1600,1
Mccoy Sweater,"83, Mollartek, Uttara, Dhaka",Dhaka,Dhaka,,2,8931771,,1,1/10;,No,Yes,"1/6,7,8,9;",400,1
Meditex Industries Limited,"Plot 912, Kashimpur Road, Konabari, Gazipur",Gazipur,Dhaka,1700,2,9297345,,1,"1/6,",No,No,"1/6,",2000,5
Medona Fashions Ltd.,"H‐79,Block‐M,Airport Road,Banani Chairman Bari,Banani",Dhaka,Dhaka,1213,2,9880343,,1,1/9;,Yes,Yes,"1/4,5,6,7,8;",650,2
Meek Sweater Limited,"Noor Complex, Aochpara, Sataish Link Road, Tongi",Gazipur,Dhaka,,2,981669,,7,,No,No,,,5
Mega Dyeing Ltd.,"Shardagonj, Gabindopur, Jaidebpur",Gazipur,Dhaka,1702,,1711821872,,10,1/7; 2/6; 3/5; 4/1; 5/1; 6/3; 7/1; 8/1; 9/1; 10/1;,No,No,,300,1
Meghna Dresses Limited,"Gilarchala, Shreepur",Gazipur,Dhaka,,2,8833171,,1,1/6;,No,No,,2450,1
MEGHNA KNIT COMPOSITE LIMITED,"SRIIPUR ROAD, GILARCHALA, SRIIPUR",Gazipur,Dhaka,1740,,1727027027,,5,1/6; 2/1; 3/1; 4/1; 5/1; 6/1;,No,No,,1800,5
Mehnaz Styles & Craft,"Bangabandhu Road, Tongabari, Ashulia, Savar",Dhaka,Dhaka,,2,77437679,,8,1/1;2/1;3/1;4/1;5/1;6/1;7/1;8/1;,No,No,,1100,4
Mellow Fashion Ltd.,"524, DT Road (Floor ‐3), Kadamtali, Chittagong",Chittagong,Chittagong,,31,2517254,,,,No,No,,,1
MENS APPARELS LIMITED,"1351 SULTAN CHAWK MARKET, ATURAR DIPU, WEST SHOLASHAR",Chittagong,Chittagong,4203,,1676482992,,,"1/5,",Yes,Yes,"1/1,",500,1
Mens Fashion Ltd.,"49, NP Kalurghat Heavy Industrial Area, Chittagong",Chittagong,Chittagong,4208,31,670463,,1,"1/8,",No,Yes,"Ground Floor, 1st Floor, 6th Floor.",2100,1
MERCURY KNIT WEAR (PVT) LTD,PLOT B‐24.BSCIC INDUSTRIAL ESTATE‐KANCHPUR Narayanganj,,Dhaka,,2,7540095,,1,1/1;,No,No,,,1
MERIM CO. LTD,"PLOT # 4‐6, SECTOR # 6/A, CEPZ",CHITTAGONG,Chittagong,,2,7401012,,2,"1/6, 2/1;",No,No,,3500,1
Merimo Limited,"Plot # 25‐26, Sector: 6, EXPORT PROCESSING ZONE",Chittagong,Chittagong,,,7401012,,2,"1/4,1/1;",No,No,,1600,1
Mesh Exports House Ltd,"Vogra,, National University, Joydebpur",Gazipur,Dhaka,1704,2,9890311,,1,1/6;,No,No,,780,4
METRO KNITTING & DYEING MILLS,"RAMARBAG, KUTUBPUR, FATULLAH",Narayanganj,Dhaka,1400,2,7647649,,11,1/8; 2/8; 3/1; 4/8; 5/1; 6/7; 7/8; 8/8; 9/1; 10/4; 11/8;,No,No,,3300,2
02),"Charabag, Ashulia, Savar",Dhaka,Dhaka,1340,,1730333911,,2,1/9; 2/1;,No,No,,2600,4
MG Knit Flair Ltd.,"31/1, Laxmipura, Chandana, Joydebpur",Gazipur,Dhaka,1700,2,9264035,,3,1/6; 2/1; 3/1;,No,No,,920,4
MG Shirtex Ltd,"31/1, Luximpura, Chandra, Jaydebpur",Gazipur,Dhaka,,2,9264036,,2,1/6;1/1;,No,No,,850,2
MHC APPARELS (PVT) LTD,"Ka 79/3 Khilkhet khapara, Dhaka",Dhaka,Dhaka,1229,2,8915265,,1,1/5;,No,Yes,"1/1, 2, 3, 4;",467,1
MHC WEARS (PVT.) LTD.,"Holding‐122, Word‐2, Sataish road, Tongi, Gazipur",Gazipur,Dhaka,1712,2,9815648,,1,1/6;,No,Yes,"1/0, 1, 4, 5;",750,1
Ltd (sister concern of Midasia),"Plot No: M‐16, Section: 14, Mirpur, Dhaka",DHAKA,Dhaka,1216,2,8012225,,1,"1/0, 1/1, 1/2, 1/3, 1/4, 1/5, 1/6 (5 floors under construction)",No,No,,1535,1
Midland Knitwear Ltd.,"Ramarbagh, Kutubpur, Fatullah, Narayangonj",Narayanganj,Dhaka,,2,7641772,,3,"1/0, 1/1, 1/2, 1/3, 1/4, 1/5, 1/6, 1/7; 2/0; 3/0;",No,No,,1784,3
Mifkif Apparel Ltd.,"67, Khilgaon, Chowdhurypara, DIT Road, Rampura",DHAKA,Dhaka,,,1715269747,,,,No,No,,,1
"Miles Fashion (Durgapur, Ashulia)","Durgapur, Ashulia, Savar. Dhaka",Dhaka,Dhaka,,,,,,,No,No,,,1
"Miles Fashion (FATULLAH, NARAYANGANJ) A‐16/17,BSCIC INDUSTRIAL AREA,","SASHONGAON, FATULLAH, NARAYANGANJ",Narayanganj,Dhaka,,,,,,1/1;,No,No,,,1
"Miles Fashion (GANAKBARI,SAVAR)","ANWAR PLAZA, GANAKBARI,SAVAR, DHAKA",Dhaka,Dhaka,,,,,,1/1;,No,No,,,1
"Miles Fashion (Jarun ,Konabari)","Jarun ,Konabari ,Gazipur",Gazipur,Dhaka,,,,,,,No,No,,,1
"Miles Fashion (Khajur Bagan, Ashulia)","Khajur Bagan, Ashulia",Dhaka,Dhaka,,,,,,1/2;,No,No,,,1
"Miles Fashion (Sanarpar, Siddirganj)","Sanarpar, Siddirganj, Narayangong",Narayanganj,Dhaka,1429,,,,,,No,No,,,1
"Miles Fashion (Surabari, Kashimpur)","Surabari, Kashimpur, Gazipur",Gazipur,Dhaka,1346,,,,,,No,No,,,1
MILLENNIUM TEXTILES ( SOUTHERN ) LTD,"Bara Rangamatia, Zirabo, Ashulia , Savar",DHAKA,Dhaka,,2,7791790,,5,1/5; 2/2; 3/1; 4/1; 5/1;,No,No,,800,4
MIM Design Ltd,"Basan Sarok Bazar, Vogra Gazipur, Dhaka",Gazipur,Dhaka,,,1676718757,,2,1/7;2/1;,No,No,,3100,7
MIM Dresses Ltd,"Baishakhi Super Market, 4th Floor, Plot no. 10,11,19 & 21, Kalwalapara, Mirpur 1,",DHAKA,Dhaka,1216,2,8055426,,1,1/6;,Yes,No,"1/6;2,3,4,5",462,2
MIM Sweater Ltd,"Bashan Sarak Bazar, Vogra, Gazipur",Gazipur,Dhaka,1704,,1676718757,,2,"1/7, 2/5;",No,Yes,1/4;2/2;,1200,3
Minimax Ltd.,"Plot # 33, 35, 37&39, Gacha, National University, Gazipur, Dhaka",Gazipur,Dhaka,1704,2,9291513,,1,1/2;,No,No,1/2;,,2
MIRABELLA DRESSES LTD.,"Plot # M / 2 ‐ 1, Road # 7, Section # 7, Mirpur I / A",DHAKA,Dhaka,1216,2,9006747,,240,4;,No,No,,408,1
MIRAGE WEARS (PVT) LIMITED,"ABDUL HAMID ROAD, 411 SULOK BAHAR (2nd FLOOR), PANCHLISH.",Chittagong,Chittagong,4212,31,656162,,,"1/4,",No,No,Not Shared,312,1
Misami Garments Ltd,"822/3 BEGUM ROKEYA SHARANI, SHEWRAPARA, MIRPUR",DHAKA,Dhaka,,2,8053418,,1,1/9;,No,No,,1200,5
Mission Fashion,"Surabari, Kashimpur, Gazipur",Gazipur,Dhaka,1346,2,8950081,,2,1;,No,No,2/2;,450,1
Mitali Apparels Ltd.,"Hatimara Road, Barenda, Kashimpur, Gazipur",Gazipur,Dhaka,,2,9297771,,4,1/6; 2/4; 3/6; 4/1;,No,Yes,"1/4; 2/0,1,2,3; 3/0,1,2,3,4,5; 4/0;",1800,4
MM Knit Wear,"Ambagh Road, Konabari, Nilnagar",Gazipur,Dhaka,,,,,,,No,No,,,1
Modele De Capital Ind Ltd,"Talla Road, Kha‐pur Fatullah, Narayangonj",Narayanganj,Dhaka,,2,7452133,,202 8,1/7; 2/3; 3/2; 4/1; 5/1; 6/1; 7/1; 8/1;,No,No,‐,2688,3
MODISTE (CEPZ) LTD,"Plot No # 33‐36, Sector # 07, Export Processing Zone",CHITTAGONG,Chittagong,,,740238,,2,1/2;1/1;,No,No,,1050,1
Mohammadi Apparels Ltd,"50, Lalbagh Road",Dhaka,Dhaka,,2,9292940,,2,1/6; 2/1;,No,No,‐,680,1
MOHAMMADI FASHION SWEATERS LTD,"Ka, 52/A Khilkhet",DHAKA,Dhaka,1229,2,8952710,,2,1/5; 1/1;,No,No,,1350,3
Mohammadi Group Ltd.,"52/A, Khil Khat",Dhaka,Dhaka,,2,8952704,,2,1/5; 2/1;,No,No,,900,5
Mohammadi Knit star,"Monna Vobanipur, Mizapur, Gazipur,Dhaka",Gazipur,Dhaka,,,1713014147,,4,1/4;2/3;3/1;4/1;,No,No,,1216,4
MOHARA ASIAN APPARELS,"472, Kalurghat Industrial Area",Chittagong,Chittagong,,,670207,,3,1/4; 2/1; 3/1;,No,No,,1500,1
MOMEN APPARELS,"220/A‐ 11/1, Begum Rokeya Sharoni, Kafrul,Mirpur, Dhaka",Dhaka,Dhaka,1216,2,9020835,,,"1/10,",Yes,Yes,"1/5,6,7;",1200,1
Mondol Fabrics Ltd.,"Nayapara, Kashimpur",Gazipur,Dhaka,1346,2,9297893,,3,1/9 ; 2/6 ; 3/1;,No,Yes,"1/1, 2 , 3 , 5 , 6 , 7 , 8 , Roof top; 2/1 ,2 ; 3/0;",1600,3
Mondol Fashions Ltd.,"Rashid Tower, Tongabari, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1341,2,98136846,,,,No,No,,1200,1
MONDOL KNIT TEX LTD,"NAYAPARA, KASHIMPUR, GAZIPUR, Gazipur, GAZIPUR,",Gazipur,Dhaka,1346,2,9298557,,2,"1/9,",No,No,N/A,3200,3
Moni fashion ltd,"Sardagonj, kashimpur, Gazipur",Gazipur,Dhaka,,2,7790594,,2,1/0; 2/0;,No,No,,1400,3
Monira Knit Apparels Ltd.,"191, West Masdair, Fatullah, Narayangonj",Narayanganj,Dhaka,1400,2,7645111,,2,"1/1, 2/5;",No,No,,100,1
MONNO ATTIRE LIMITED,"ISLAMPUR, DHAMRAI",DHAKA,Dhaka,1250,2,7730590,,,"1/2,",No,No,Not Shared,800,1
Monno Ceramic,"Islampur, Dhamrai",Dhaka,Dhaka,1350,2,7730585,,2,1/1;2/1;,No,No,All,2084,1
Moon Readywears Ltd.,"Beron, Diakhali, Ashulia, Savar",Dhaka,Dhaka,,2,7788367,,5,1/6; 2/2; 3/1; 4/1; 5/1;,No,No,,2350,1
Moonlight Garments Ltd,"K.B. Bazar, Targach, Gazipur",Gazipur,Dhaka,1704,2,9291372,,,1/6; 2/3; 3/1;,No,Yes,"1/0,1,2,3,5; 2/0‐3; 3/0;",1143,3
Moonlux Knit Garments Ltd.,"7504 ‐ 7505 Waxbill Plaza, Sumilpara, Siddhirgonj, Narayangonj",Narayanganj,Dhaka,,2,8399624,,1,1/6;,No,No,1/4;,565,2
MOTALEB MONOWARA COMPOSITE,"Kutubain, Fatllah Narayanjong",Narayanganj,Dhaka,1420,2,764758,,3,1/7; 2/3; 3/2;,No,No,,1500,1
Mother Colour Ltd.,"160, Shashongaon, Enasetnagor, Fatullah, Narayangonj",Narayanganj,Dhaka,,2,7671678,,1,5;,No,No,"1/0,1,2,3,4;",1000,1
Mozart Knit Ltd,"Bashaid,Ashulia",Dhaka,Dhaka,,2,8931142,,5,1/4;2/2;3/2;4/4;5/1;,No,No,‐,1589,3
MT SWEATER LTD,"Gacha, Plot#1703‐1704, Post# Gacha, Gazipur",Gazipur,Dhaka,1704,2,9293335,,1,1/5;,No,Yes,"1/0, 1, 2, 3;",2000,4
Muazuddin Knit Fashion Limited,"Plot # B‐31, East Chandura, Kaliakoir, Gazipur",Gazipur,Dhaka,1751,,1714259169,,7,1/7 ; 2/6 ; 3/1 ; 4/1 ; 5/1 ; 6/1 ; 5/1;,No,Yes,"1/0 , 1 , 2 , 3, 4 ; 5/0 ; 7/0;",1180,3
MUAZUDDIN TEXTILE LTD,"PLOT # 235/236, EAST CHANDURA, SHIFIPUR, KALIAKOR, GAZIPUR",Gazipur,Dhaka,1751,2,9891363,,4,1/7; 2/7; 3/7; 4/7;,No,No,,6000,7
Mukul Knitwear Limited,"Konabari, Nilnagar, Gazipur Sadar , Gazipur",Gazipur,Dhaka,,2,9297137,,1,1/5;,No,No,No,532,1
Multi Modern Appareals Ltd,"Yusef Maket, Dhonaid, Yarpur, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1341,,1937352696,,,1/5;,Yes,Yes,"0,1,2;",450,1
Multifabs Ltd,"Kashimpur, Nayapara, Gazipur",Gazipur,Dhaka,,2,9297450,,4,1/5; 2/7; 3/5; 4/5;,No,No,No,3500,6
Multisafh Ltd.,PLOT#29‐32 ;SECTOR#3;ROAD#4 CEPZ;SOUTH HALISHAHAR,Chittagong,Chittagong,,31,741687,,4,1/1;1/1;1/1;1/1;,No,No,,1050,3
Murad Apparels Ltd.,"190, Inner Circular Road, Arambagh, Motijheel, Dhaka",Dhaka,Dhaka,1000,2,7193052,,1,1/8;,No,No,"1/0,1,2,3,4,5,6,7;",375,3
Ltd.(Unit‐2)),Shinaboha Mouschak,Gazipur,Dhaka,1751,2,9884905,,,,No,No,,,1
M‐Yew Fashion Ltd.,"H.S.S. Complex (2nd Floor), Ka‐15/6, Rasulbagh, Mohakhali",DHAKA,Dhaka,,2,8855659,,,,No,No,,,1
N. T. Apparels Ltd.,"Dhaka Munshiganj Road, Kashipur, Fatullah, Narayanganj",Narayanganj,Dhaka,1400,2,27640539,,2,"1/4, 2/5;",No,No,No,700,2
N.A Garments,"Plot # 36, Road # 46, Gulshan North C/A, Dhaka",Dhaka,Dhaka,1212,2,29884649,,1,1/6;,No,No,No,620,1
N.A.Z Bangladesh Ltd.,"5, Bishuya, Kuribari, Mirzapur, Gazipur",Gazipur,Dhaka,1700,2,9289054,,56 10,1/3;1/1;1/4;1/2;1/1;1/1;1/1;1/4;1 /1;1/2;,No,No,,2400,3
N.A.Z. BANGLADESH LIMITED,BHABANIPUR,Dhaka,Dhaka,,,,,,,No,No,,,1
N.K.L. Apparels Ltd.,"House # 52, Plot # 238, Satarkul Road, Abdullahbagh More, North Badda, Dhaka",Dhaka,Dhaka,1212,,,,,,No,No,,,1
N.R.KNITTING MILLS LTD,"Enayetnagar, Fatullah",Narayanganj,Dhaka,1400,2,7670177,,10,1/5; 2/11; 3/7; 4/7; 5/6; 6/1; 7/1; 8/1; 9/1; 10/1;,No,No,,1600,2
NAAB FASHIONS LTD.,"KA‐220/12 (3rd & 4th Floor), Khilkhet, Namapara Dhaka",Dhaka,Dhaka,1229,2,8412365,,1,1/5;,No,Yes,1/3‐4;,630,1
Naba Knit Composite Ltd. (SONIA Limited),"Zamgora EPZ Road Ashulia, Dhaka",DHAKA,Dhaka,,,1711568575,,1,1/6;,No,No,All,1000,1
Nafa Apparels Ltd.,"London Plaza, Plot # 35, Sector, ‐3, Uttara",Dhaka,Dhaka,1230,2,8824422,,2,"1/8,1/8;",Yes,No,"1/3,4,5,6,7,;2/3,4, 5,6,7,8;",1100,2
NAHK Singapore Pte. Ltd,"Lumbini Limited, Bandarban Zilla Parishad Complex, Meghla, Bandarban",Bandarban,Chittagong,,2,1713148116,,1,1/12;,Yes,Yes,1/7; 1/8; 1/9; 1/10,1800,1
Nandan Apparels Ltd.,"Kathora, Board Bazar",Gazipur,Dhaka,,2,9293530,,3,1/6; 1/1; 1/1;,No,No,,1480,1
Naomi Sweaters Ltd.,"A‐46/47, BSCIC, Konabari",Gazipur,Dhaka,,2,8350948,,,,No,No,,,1
Nar Sweaters Limited,"747, Jajhor, National University, Thana‐ Joydevpur,Dist‐Gazipur.",Gazipur,Dhaka,1704,0,981334808,,1,1/6;,No,No,,830,5
Nassa Basics Ltd.,"4 Tayebpur, Nischantopur",Dhaka,Dhaka,1341,2,7790599,,1,1/2;,No,No,,4221,1
Natural Apparels Ltd.,"464, West Rampura, D.I.T Road, Mollah Tower (4Th ‐ 6Th Floor)",Dhaka,Dhaka,1219,,85523983322,,2,1/10;2/10;,Yes,Yes,"1/5,6,7; 2/5,6,7;",1050,2
Natural Denim Ltd,"Tonga Bari, Ashulia, Savar",Dhaka,Dhaka,,,1711804303,,2,1/7; 2/2;,No,No,,3000,11
NATURAL SWEATER VILLAGE LTD,"RAJU TOWER, GOURIPUR, ASHULIA,SAVAR,DHAKA",Dhaka,Dhaka,1341,2,7744982,,2,1/4: 1/5;,No,No,,1800,10
Navid woolwear ltd,"Shaheen complex(3rd floor), 23, shataih road, gazipura, tongi, gazipur",Gazipur,Dhaka,1740,2,8836177,,1,1/1;,No,No,,1200,1
Navid Woolwears Limited,"Village:Shaitalia,Telehati,Thana:Sreepur,District: Gazipur",Gazipur,Dhaka,1740,,1916033221,,1,1/1;,No,No,,586,1
Navy Hosiery,"Navy Hosiery Plot A2, A3 BSCIC Indusrial Estate Enayet Nagar, Fatulla, Narayanganj",Narayanganj,Dhaka,1420,2,7672828,,,1/10;,No,No,,800,1
Naz Knit Wear Ltd.,"Ganakbari, Savar, Dhaka",Dhaka,Dhaka,,2,7789202,,3 1,6;,No,No,"1/0,1,2,3,4,5;",850,4
Naziat Sweaters Ltd.,"309, Challaban Shah Kabir Mazar Road, Uttara",Dhaka,Dhaka,,2,8959916,,,,No,No,,,1
Nazmul Hosiery (Pvt)ltd.,"193, Khapur Mouza, Dag no : 31 Chandmari Fatullah, Narayangonj, Chandmari Fatullah, Narayangonj",Narayanganj,Dhaka,,2,40931902,,1,Ground to 2nd floor,No,No,N/A,250,1
ND Knit Composite Ltd,"Rashid Market, Gazirchat, Ashulia Savar, DHAKA Dhaka",,Dhaka,1344,,,,2,1/3; 2/7;,Yes,Yes,"1/2; 2/4, 5, 7;",356,1
Need Dresses (Pvt.) Ltd,"1113/1140, Enayet Bazar Road",Chittagong,Chittagong,,31,633895,,1,1/6;,No,No,,700,1
Needle Drop Ltd,"50, Chamdpara, Basin Road, Joydevpur national university, Joydevpur, Gazipur",Gazipur,Dhaka,,2,8900158,,5,"1/3,2/1,3/1,4/1,5/1;",No,No,,900,2
Neo Fashion Ltd.,"Vorari, Rajfulbaria, Savar",Dhaka,Dhaka,1340,,1757074733,,1,1/7;,No,No,,1003,5
Network Clothing Ltd.,"Afiz Complex (4th ,5th and 6th floor) Chowdhury Bari, Vogra, Gazipur",Gazipur,Dhaka,1704,2,9252695,,2,1/6 ; 2/1;,No,Yes,"1/3,4,5, Roof top ; 2/0;",700,2
New Dacca Industries Ltd,"Sarabo, Kashimpur, Gazipur",Gazipur,Dhaka,1346,2,8618220,,1,1/1;,No,No,,4911,1
New Era Fashions MFRS.(BD) Ltd,"Plot # 10,11 &12 (Part) ,Sector # 8 ,Road #3 CEPZ, Chittagong",Chittagong,Chittagong,4223,31,740838,,1,"1/3,",No,No,"1/3,",700,1
New Frontier,"South Panishail, Zirani Bazar Kashimpur, Gazipur, Dhaka",Gazipur,Dhaka,1349,,1710912376,,,1/4;,No,No,,,1
New Horizon BD Limited,"Kolma, Savar, Dhaka",DHAKA,Dhaka,,2,7744073,,1,3;,No,No,‐,400,1
NEW Ideas Trading.,"TTS MANUFACTURING LTD. DILAN COMPLEX, DHAKA ROAD, CHANDONA CHOWRASTA, GAZIPUR, GAZIPUR",Gazipur,Dhaka,,,1712246364,,1,1/8;,Yes,Yes,1/GF; 1/1; 1/2; 1/3; 1/4;,850,1
New Light Sweaters Ltd,"Chandana, Joydelpur Road",Gazipur,Dhaka,1704,,1711836757,,,,No,No,,,1
New Line Clothings Ltd,"Plot No.1945, Kouchaukuri, Kamrangachaia, Mouchak, Kallokoir, Gazipur",Gazipur,Dhaka,,2,80234956,,1,1/5;,No,No,‐,1850,4
NEW MORNING APPARELS LIMITED,"1290, O.R NIZAM ROAD, MEHEDIBAG",Chittagong,Chittagong,,31,670301,,,"1/6,",No,Yes,"1/0,1;",256,1
New Town Knitwear Co.LTD,"Plot +345‐350, Nilnagar Konabri",Gazipur,Dhaka,,2,929714,,1,,No,No,,,3
Newage Apparels Ltd.,"Purbo Narshinghapur, Zirabo, Ashulia, Dhaka",Dhaka,Dhaka,,,1713438929,,5,1/3;2/8;3/1;4/2;5/3;,No,No,,4000,4
